id,title,type,team,team-names,team-images,partners,partner-name,partner-description,partner-image,mission,actions,date-debut,duree,reference-link,docs_catalog,research_projects,reference_image_url,quotes
diagnostic-artificialisation,Accompagnement à la publication et médiation des algorithmes,Stratégie,"maelle-fouquenet,clement-mandron","Maëlle Fouquenet, Clément Mandron","/images/authors/maelle-fouquenet.jpeg, /images/authors/clement-mandron.png",beta-gouv,Beta.gouv.fr,Beta.gouv.fr incube des projets numériques à fort impact au sein de l'Etat.,/images/partners/beta-gouv.png,"Nous avons intégré l'équipe de MonDiagArtif' pendant plus de trois mois. 

La mission a requis une compréhension précise des données, et de leur chaîne de traitement (Cerema, DGFIP, IGN, Portail de l'Artificialisation). Nous avons ensuite produit une FAQ, un tutoriel et un parcours utilisateurs (graphiques, textes) les plus clairs possibles. 

L'objectif était de faire de la documentation une composante de la méthode produit en place par Mon Diagnostic Artificialisation (cycles courts itératifs entre utilisateurs et changement du produit).","Appropriation de la documentation, sur les données métiers (consommation et artificialisation). Entretiens avec les producteurs de données. 

Production d’une V0 de la documentation sur la base des ressources documentaires. Productions de schémas et autres formats accessibles.

Itérations pour améliorer la documentation, avec des ateliers et entretiens utilisateurs.

Restitution de la méthode, production d’un guide (réplicabilité) pour qu’elle s’intègre dans le fonctionnement agile de la startup d’Etat.

",2023-09-01,5 mois,,mediation-algorithmes,mediation-algorithmes,https://open.datactivist.coop/images/references/diagnostic-artificialisation.png,
perils-amp,Analyse et géolocalisation des arrêtés de péril,Data analyse,"mathieu-morey,anthony-gigerich","Mathieu Morey, Anthony Gigerich","/images/authors/mathieu-morey.jpeg, /images/authors/anthony-gigerich.jpeg",metropole-amp,Métropole Aix-Marseille-Provence,"La Métropole Aix-Marseille Provence regroupe 92 communes sur 3 173 km2 et compte près de 1,83 millions d’habitants. Il s’agit de la plus grande Métropole de France. ",/images/partners/amp.png,"Afin de mettre en œuvre plusieurs de ses compétences, dont la lutte contre l’habitat indigne, la Métropole Aix-Marseille Provence AMP avait besoin de disposer d’une information fiable sur l’existence ou non d’un arrêté de péril (ou de mise en sécurité) à une adresse.

Les services de l’État partagent cette problématique, compte-tenu de leur compétence en matière d’insalubrité, de saturnisme et de la coordination de lutte contre l’habitat indigne.

Le présent projet avait pour objectif de combler ce manque en réalisant une base de données recensant les arrêtés existants sur le territoire de la métropole Aix-Marseille Provence, alimentée par un outil logiciel.","Constitution d’une base d’arrêtés annotés pour guider et valider le développement des modules logiciels.

Extraction, nettoyage et transformation des textes en données.
Mise en place de scripts et maintenance.

Publication du code source et du guide d’annotation.",2022-10-01,12 mois,https://ohmamp.github.io/geo_arrete_peril_amp/,,,https://open.datactivist.coop/images/references/perils-amp.png,
data-gouv-amp,AMO gouvernance de la donnée,Stratégie,"anne-laure-donzel,joel-gombin","Anne-Laure Donzel, Joël Gombin","/images/authors/anne-laure-donzel.jpeg, /images/authors/joel-gombin.jpeg",metropole-amp,Métropole Aix-Marseille-Provence,"La Métropole Aix-Marseille Provence regroupe 92 communes sur 3 173 km2 et compte près de 1,83 millions d’habitants. Il s’agit de la plus grande Métropole de France. ",/images/partners/amp.png,"La Métropole Aix-Marseille-Provence était confrontée au besoin de structurer la circulation et la gouvernance de la donnée en son sein.

Au sein de la Métropole, plusieurs services étaient chargés de la gestion des données et il n’existait pas de catalogue unifié des données, ni de process partagé et accepté de collecte et de validation (notamment par les métiers) des données.

Le premier enjeu était donc de mettre en place une organisation, des process et des outils permettant une maîtrise par la DGA INSI du patrimoine de données de la Métropole.

Dans le même temps, il apparaissait nécessaire d’imaginer, à très court terme, les formes organisationnelles que pourrait prendre la gouvernance de la donnée à l’échelle de la métropole AMP.
","État des lieux, permettant de comprendre la situation actuelle et d’identifier les difficultés mais aussi les opportunités.

Elaboration d'une stratégie et de préparation d’une délibération-cadre.

Co-construction au sein de la DGA INSI et, ponctuellement, avec des directions métiers du processus de la donnée à la Métropole.

Opérationnalisation de la démarche (feuille de route, clausier, et charte data).",2021-06-01,12 mois,,,,https://open.datactivist.coop/images/references/data-gouv-amp.png,
cat-dgddi,Assistance pour une mission de catalogage,Catalogage de données,anne-laure-donzel,Anne-Laure Donzel,/images/authors/anne-laure-donzel.jpeg,dgddi,Direction Générale des Douanes et des Droits Indirects,"La DGDDI est une direction du ministère de l’Économie, des Finances et de la Souveraineté industrielle et numérique. La fonction de douane est fondamentalement régalienne. Tous les États du monde connaissent ce même besoin de douane : dès lors que des marchandises franchissent les frontières et circulent, alors il y a un besoin pour l’Etat de les connaître, de les taxer, de les contrôler, de les intercepter, et de les prendre en statistique.",/images/partners/dgddi.png,"La DGDDI, de par ses missions, produit et gère de nombreuses données. Elle est également dans une phase une transformation numérique de ses activités, notamment en améliorant les usages des données.

Cette mission avait pour objectif de pouvoir avoir une meilleure connaissance et maîtrise des données produites par la DGDDI afin de les mobiliser dans des projets d’analyse ou de data science. Il s’agissait également de définir les usages potentiels et le cadre d’usage (technique, juridique, organisationnel) des données produites.

Le périmètre d’action se limitait à quelques bases de données de la DGDDI. La volonté de la DGDDI était également de développer une méthodologie de catalogage de ses données. 
","Entretiens avec les producteurs de données pour collecter des informations supplémentaires sur les données.

Catalogage de bases de données : structure du catalogue, enrichissement de métadonnées, qualification des données.

Mise en place d’une méthodologie de catalogage.
Documentation et diffusion de cette méthodologie.
",2021-01-01,6 mois,,,,https://open.datactivist.coop/images/references/cat-dgddi.png,
accult-metropole-rouen,Accompagnement à l’acculturation à la donnée,Acculturation,anne-laure-donzel,Anne-Laure Donzel,/images/authors/anne-laure-donzel.jpeg,metropole-rouen,Métropole Rouen-Normandie,La Métropole Rouen Normandie compte aujourd'hui 71 communes. la Métropole Rouen Normandie exerce 32 compétences et 7 compétences facultatives regroupées en 6 grandes thématiques. Elle s'est engagée dans l'open data depuis février 2021.,/images/partners/metropole-rouen-normandie.png,"Cette mission a eu pour but d’accompagner la Métropole Rouen Normandie dans la diffusion d’une culture de la donnée à destination des différents acteurs de la démarche d’ouverture des données.

La Métropole Rouen Normandie porte plusieurs projets numériques ambitieux qui sont alimentés par les données et elle bénéficie d’un écosystème dynamique. Elle éprouvait le besoin de mettre en place une culture de la donnée partagée à l’échelle de son territoire. 
Pour cela, elle a choisi de confier une mission à Datactivist pour :
- Répondre aux projets numériques portés par les services
- Se doter d’une capacité d’action territoriale
- Favoriser l’engagement des citoyens

Un ensemble d’actions de sensibilisation et d’acculturation a donc été proposé aux différents acteurs : agents de la Métropole, représentants des communes membres et même à destination du grand public.","Animation pour les agents de la Métropole : ateliers participatifs, challenge data…

Animation pour les communes membres : ateliers thématiques, challenge data…

Animation pour le grand public : concertation sur le portail open data, conférence.",2022-01-01,24 mois,,,,https://open.datactivist.coop/images/references/accult-metropole-rouen.png,
anim-fonc-mefr,Journée sur la circulation des données entre administrations (données foncières),Acculturation,"maelle-fouquenet,clement-mandron,magalie-dartus,samuel-goeta,francois-lacombe","Maëlle Fouquenet, Clément Mandron, Magalie Dartus, Samuel Goëta, François Lacombe","/images/authors/maelle-fouquenet.jpeg, /images/authors/clement-mandron.png, /images/authors/magalie-dartus.jpeg, /images/authors/samuel-goeta.jpeg, /images/authors/francois-lacombe.png",mefr,"Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique","Le ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique prépare et met en œuvre la politique du Gouvernement en matière économique, financière, budgétaire ou encore fiscale. Ministère régalien, son champ de compétence est très étendu et en fait un acteur essentiel du fonctionnement de l’État et de la vie économique du pays.",/images/partners/mefr.png,"Cette mission a pour but de  préparer et d'animer une journée de facilitation entre administrations pour mutualiser et faciliter la circulation de données foncières détenues par la DGFIP.

La journée de facilitation a réuni divers acteurs, notamment des startups d'État, des membres du MEFSIN (BercyHub et DGFIP), le Cerema, la DGALN du MTE, etc. 

Il s'agissait de cartographier les demandes de données, les données et les acteurs du projet afin d'avoir un point de connaissance unique.

Datactivist a organisé des ateliers de coaching avec les startups d'Etat afin d'affiner leur demande de données et les pitchs présentés lors de la journée. Les ateliers de travail de la journée qui ont permis d'aboutir à des actions communes à mettre en place sur l'année à venir. ","Réalisation de la cartographie des données, acteurs, bases de données et besoins de données.

Ateliers de coaching pour préparer les besoins en données et les pitchs des produits

Réunions avec les producteurs de données pour préparer les ateliers de la journée

Préparation et animation de la journée, notamment des ateliers pour mettre en place des actions communes sur les long, moyen et court termes

Production des outils au service de la démarche de circulation : fiches actions, frise chronologique des actions, cartographie mise à jour, identification des solutions, etc.
",2023-03-01,3 mois,,,,https://open.datactivist.coop/images/references/anim-fonc-mefr.png,
fdr-mefr,"Mise à jour de la feuille de route données, algorithmes et codes sources",Stratégie,"clement-mandron,anne-laure-donzel,maelle-fouquenet,samuel-goeta","Clément Mandron, Anne-Laure Donzel, Maëlle Fouquenet, Samuel Goëta","/images/authors/clement-mandron.png, /images/authors/anne-laure-donzel.jpeg, /images/authors/maelle-fouquenet.jpeg, /images/authors/samuel-goeta.jpeg",mefr,"Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique","Le ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique prépare et met en œuvre la politique du Gouvernement en matière économique, financière, budgétaire ou encore fiscale. Ministère régalien, son champ de compétence est très étendu et en fait un acteur essentiel du fonctionnement de l’État et de la vie économique du pays.",/images/partners/mefr.png,"Cette mission a pour but de mettre à jour la feuille de route des données du ministère de l'économie. Elle a été menée en coopération avec Tasmane (mandataire), spécialisé sur la transformation numérique.

Une première étape a été de dresser le bilan de la feuille de route 2021-2023 à travers des entretiens directionnels.

Datactivist a produit une analyse comparée des feuilles de route des autres ministères, et à mener une veille sur l'open data au niveau européen. Cela a permis de proposer des actions pour enrichir la feuille de route.

Les ateliers de co-construction ont permis d'aboutir à une feuille de route commune aux différentes directions. Enfin, Datactivist a co-rédigé la feuille de route, notamment les volets ouvertures des données, codes sources et transparence des algorithmes.","Analyse comparée et veille européenne sur l'open data pour enrichir la feuille de route.

Entretiens directionnels pour dresser le bilan de la feuille de route 2021-2023.

Préparation et animation des ateliers de co-construction de la feuille de route avec les directions.

Rédaction de la feuille de route.
",2023-01-01,9 mois,,,,https://open.datactivist.coop/images/references/fdr-mefr.png,
accult-mefr,"Ingénierie, construction et animation d’un cycle d’acculturation à la donnée",Acculturation,"clement-mandron,maelle-fouquenet,sarah-bourgouin,laurane-coudriet,magalie-dartus","Clément Mandron, Maëlle Fouquenet, Sarah Bourgouin, Laurane Coudriet, Magalie Dartus","/images/authors/clement-mandron.png, /images/authors/maelle-fouquenet.jpeg, /images/authors/sarah-bourgouin.png, /images/authors/laurane-coudriet.png, /images/authors/magalie-dartus.jpeg",mefr,"Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique","Le ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique prépare et met en œuvre la politique du Gouvernement en matière économique, financière, budgétaire ou encore fiscale. Ministère régalien, son champ de compétence est très étendu et en fait un acteur essentiel du fonctionnement de l’État et de la vie économique du pays.",/images/partners/mefr.png,"Cette mission a pour but de créer le parcours complet d’acculturation à la donnée ouverte. L’intervention était complète : de l'ingénierie pédagogique jusqu’à l’animation du cycle. Le cycle d’acculturation a été construit dans une logique d’itération avec les clients. 

Les 4 modules couvrent les besoins prioritaires identifiés : l’acculturation à l’open data, les fondamentaux de l’open data, la mise en qualité et la visualisation de données.

Construites sur des formats pédagogiques divers et très interactifs, les sessions ont permis aux agents de monter en compétence, de se projeter sur les usages finaux de la plateforme data.economie et remonter le fil jusqu’à la production des données. Elles ont aussi permis aux agents de diffuser dans leur service une culture de la donnée. ","Construction d’un cycle d’acculturation intégré avec objectifs pédagogiques et pré-requis. Identification des besoins des publics cibles (typologie).

Animation de plusieurs cycles de formation devant différents publics.

Création du contenu des séances de formation sur un format très interactif. Production de supports qui permettent de produire du contenu utilisable après la formation par les équipes.
",2022-09-01,24 mois,,,,https://open.datactivist.coop/images/references/accult-mefr.png,
fresque-mefr,"Ingénierie, construction et animation d’une fresque des données ouvertes",Acculturation,"maelle-fouquenet,clement-mandron,samuel-goeta","Maëlle Fouquenet, Clément Mandron, Samuel Goëta","/images/authors/maelle-fouquenet.jpeg, /images/authors/clement-mandron.png, /images/authors/samuel-goeta.jpeg",mefr,"Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique","Le ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique prépare et met en œuvre la politique du Gouvernement en matière économique, financière, budgétaire ou encore fiscale. Ministère régalien, son champ de compétence est très étendu et en fait un acteur essentiel du fonctionnement de l’État et de la vie économique du pays.",/images/partners/mefr.png,"Dans le cadre de la construction d'un cycle complet d'acculturation à la donnée, Datactivist a construit la fresque des données ouvertes comme une première session introductive. Inspirée de la celle du climat, notre fresque des données ouvertes a été co-conçue avec le Bercyhub.

Cet atelier permet de découvrir les grands principes de l’ouverture des données, le cadre juridique et ses limites, notamment les secrets protégés, de comprendre sa place dans la transformation de l’État, ainsi que les bénéfices de l’open data en s’appropriant des cas d’usages.

Notre méthode d’animation s’appuie sur la co-construction, le partage et l’échange de connaissances entre participants. Ces derniers sont actifs durant l’atelier qui favorise l’apprentissage.","Conception d’un jeu de cartes spécifiques à la thématique de l’open data, répondant aux objectifs pédagogiques d’acculturation, pour tout public. Conception d’un livret récapitulatif à destination des participants.

Création du contenu et de l’animation dans ce format très interactif. Production de supports plastifiés et des livrets.

Animation de plusieurs sessions devant différents publics.
",2022-09-01,24 mois,,cartes-fresque-opendata,,https://open.datactivist.coop/images/references/fresque-mefr.png,2
etude-metiers-mesr,Étude sur les métiers de la donnée dans l’ESR,"Data analyse,Science ouverte","elise-ho-pun-cheung,diane-thierry,candice-fillaud,antoine-blanchard","Elise Ho-Pun-Cheung, Diane Thierry, Candice Fillaud, Antoine Blanchard","/images/authors/elise-ho-pun-cheung.jpeg, /images/authors/diane-thierry.jpeg, /images/authors/candice-fillaud.png, /images/authors/antoine-blanchard.png",mesr,Ministère de l'Enseignement supérieur et de la Recherche,Le ministère de l'Enseignement Supérieur et de la Recherche prépare et met en œuvre la politique du Gouvernement relative à l'accès  aux savoirs et au développement de l'enseignement supérieur.,/images/partners/mesr.png,"Le Ministère souhaitait disposer d’une étude des métiers de la donnée, surtout les métiers invisibles de la donnée, notamment au-delà du métier de data scientist.

À partir de cette étude, le Ministère pourra formaliser un socle de compétences et offrir des trajectoires de reconversion, de formation.

Cette étude a contribué à la documentation du travail des nouveaux·elles expert·e·s des données de la recherche. Les constats émis à partir de cette étude sont : 
- les trajectoires, les positions occupées et les compétences liées aux données sont variées ;
- la reconnaissance du travail des données est inégale ;
- les réseaux professionnels sont largement organisés par thématiques et expertise précises ;
- le travail des données n’est pas toujours effectué en continu ;
- le travail des données produit de nouvelles formes de collaboration.
","Étude bibliographique : établir la nomenclature des activités de la donnée dans la recherche et pour produire un état de l’art.

Enquête par questionnaire, entretiens et focus group : Enquêter différents environnements de recherche pour comprendre les pratiques de la donnée des répondants, leur statut professionnel.

Analyse et synthèse : rédaction du rapport final après analyse des données d’enquête quantitative et qualitative.
",2022-12-01,12 mois,,,,https://open.datactivist.coop/images/references/etude-metiers-mesr.png,
etude-apc-mesr,Étude rétrospective et prospective de l’évolution du coût des APC,"Data analyse,Science ouverte","antoine-blanchard,diane-thierry","Antoine Blanchard, Diane Thierry","/images/authors/antoine-blanchard.png, /images/authors/diane-thierry.jpeg",mesr,Ministère de l'Enseignement supérieur et de la Recherche,Le ministère de l'Enseignement Supérieur et de la Recherche prépare et met en œuvre la politique du Gouvernement relative à l'accès  aux savoirs et au développement de l'enseignement supérieur.,/images/partners/mesr.png,"Une étude a été menée pour comprendre et prédire les frais de publication des articles publiés par des auteurs affiliés en France entre 2013 et 2020. 

Les APC (article processing charges) sont les frais de publication que les chercheurs doivent payer à certaines revues pour que leurs articles soient publiés en libre accès. Le but de cette étude co-exécutée avec Pleiade, a été d’estimer le plus précisément possible les coûts cachés supplémentaires que les établissements français encourent.

Une base de données de plus d’un million d’articles a été construite, contenant les métadonnées des articles publiés par des auteurs affiliés en France sur la période 2013-2020. Des modélisations ont permis d’expliquer les coûts sur cette période, puis d’en prédire les évolutions selon 3 scénarios (tendance inchangée, emballement, apaisement).

","Une base de données d’articles a été constituée à partir de 5 sources différentes.

Une analyse exploratoire des données (2013-2020) a été menée, et des modèles multi-niveaux ont été construits pour modéliser les évolutions passées des APC.

Le modèle le plus performant a été utilisé pour prédire l’évolution des APC sur 2021-2030, selon différents scénarios.

Un rapport final a été rédigé et publié sur HAL, ainsi que les données ayant servies à l’étude.",2022-02-01,8 mois,https://www.ouvrirlascience.fr/retrospective-and-prospective-study-of-the-evolution-of-apc-costs-and-electronic-subscriptions-for-french-institutions/,,,https://open.datactivist.coop/images/references/etude-apc-mesr.png,
gouv-data-sde,Enjeux de gouvernance des données du SPDE,Stratégie,francois-lacombe,François Lacombe,/images/authors/francois-lacombe.png,sde-35,Syndicat Départemental d’Energie d’Ille-et-Vilaine (SDE35),"Le Syndicat Départemental d’Energie d’Ille-et-Vilaine (SDE35) est un acteur majeur des enjeux énergétiques du département d'Ille-et-Vilaine. Il oeuvre au quotidien aux côtés des élus locaux pour un aménagement énergétique du territoire, équilibré et durable. Il contribue activement à développer la synergie entre les territoires ruraux et urbains du département.",/images/partners/sde-35.png,"Le Syndicat organise la distribution d’énergie pour le compte des communes de l’Ile et Vilaine. Il accède et produit de nombreuses données utiles à la transition énergétique
Datactivist a été sollicité pour une intervention auprès de la commission smart grids du syndicat à propos des enjeux de gouvernance des données utiles au déploiement des réseaux intelligents 
 
Les élus du Syndicat souhaitaient disposer d’une vision exhaustive des enjeux touchant à la gestion des données utiles aux équipes du SDE35. Il s’agissait de proposer un tour d’horizon des données métier, à mettre en perspective du contexte technique et aussi juridique.

L’expérience de Datactivist, notamment consécutive au pilote France Data Réseau qui venait de s’achever a été particulièrement utile pour fournir des perspectives de renforcement de la gouvernance et des demandes précises à formuler aux producteurs de données concernées.
","Structuration de notre connaissance des données de l’énergie et des AODE, axes de comparaison sommaire et contextualisation réglementaire.

Intervention en commission d’élus pour présenter notre état des lieux et propositions.

Références documentaires pour poursuivre les réflexions à l’issue de la présentation.
",2022-03-01,1 mois,,,,https://open.datactivist.coop/images/references/gouv-data-sde.png,
fnccr-france-data-reseau,Expertise métier et AMO France Data Réseau,Stratégie,"francois-lacombe,joel-gombin","François Lacombe, Joël Gombin","/images/authors/francois-lacombe.png, /images/authors/joel-gombin.jpeg",fnccr,Fédération nationale des collectivités concédantes et régies (FNCCR),"La Fédération nationale des collectivités concédantes et régies (FNCCR) est une association de collectivités territoriales spécialisées dans les services publics locaux en réseau (Energie, cycle de l’eau, numérique, déchets).
",/images/partners/fnccr.png,"L’association représente les intérêts de plus de 800 collectivités en matière de services publics de réseaux. Elle anime les grands enjeux réglementaires et portes différents projets d’envergure nationale.

Datactivist était présent dans le groupement partenarial mené par la FNCCR. Il s’agissait d’assurer la construction de deux des quatre cas d’usage et aussi l’AMO commun de l’ensemble du projet 
 
 La plateforme France Data Réseau vise à partager des données utiles à différents cas d’usage des membres de la FNCCR. Il s’agissait d’identifier, collecter, préparer puis valoriser des données mises à disposition par plusieurs territoires pilotes.

Datactivist a assuré la construction de deux cas d’usage sur les appuis communs et les moyens de recharge des véhicules électriques pour 6 territoires pilotes, pour lesquels il était capital de déployer une connaissance métier du sujet.

","Ateliers et définition du besoin avec les 6 territoires pilotes en recherchant des gains opérationnels.

Cartographie des données à utiliser et processus associés.

Prototypage des tableaux de bord avec les territoires pilotes.

Documentation complète du projet, interactions avec les partenaires techniques et autres cas d’usage.
",2021-09-01,18 mois,https://jdb.francedatareseau.fr/,,,https://open.datactivist.coop/images/references/fnccr-france-data-reseau.png,"16,18"
cadrage-data-grand-est,Etude de cadrage sur l’évolution de GéoGrandEst vers DataGrandEst,Stratégie,magalie-dartus,Magalie Dartus,/images/authors/magalie-dartus.jpeg,data-grand-est,Data Grand Est,"Le partenariat DataGrandEst est mis en œuvre par l’État et la Région Grand Est pour développer la coopération régionale en matière de production, de partage et de valorisation de données dans le Grand Est.",/images/partners/data-grand-est.png,"En Grand Est, la question stratégique de la gestion des données au service des politiques publiques est un enjeu majeur par les services de l’État et de la Région. Les autorités porteuses du partenariat GéoGrandEst ont souhaité réaliser une étude de cadrage sur son évolution et sa transformation en DataGrandEst.

Cette étude est définie selon 5 axes :
- La gouvernance
- Les fonctionnalités de la plateforme
- L’animation
- Les données
- Les moyens humains et financiers

L’étude s’est déroulée en plusieurs étapes :
- Un temps de cadrage essentiel pour intégrer les éléments de contexte
- Un benchmark des plateformes open data inspirantes
- Un dispositif de consultation des partenaires et des utilisateurs
- Une aide au design de la future plateforme
- La remise d’un rapport final avec les recommandations","Benchmark inspirant des modèles de valeur de la donnée dans le secteur du financement.

Entretiens et ateliers avec les parties prenantes de GéoGrandEst pour recenser les besoins, comprendre les problématiques et identifier les évolutions à réaliser.

Rédaction d’une note de recommandations et de scenarii pour l’évolution de la plateforme
",2021-01-01,6 mois,,,,https://open.datactivist.coop/images/references/cadrage-data-grand-est.png,
ditp-opengov,Animation d'événements de mobilisation de la communauté gouvernement ouvert,Animation,samuel-goeta,Samuel Goëta,/images/authors/samuel-goeta.jpeg,ditp,Direction Interministérielle de la Transformation publique ,"La Direction Interministérielle de la Transformation publique assure le suivi des réformes du gouvernement et accompagne les acteurs publics dans leurs projets.
",/images/partners/ditp.png,"Cette mission a eu pour but d'accompagner la Direction Interministérielle à la Transformation Publique dans le pilotage du Plan d’actions pour un Gouvernement Ouvert 2021-2023.
Le Plan d’action pour un Gouvernement Ouvert, publié par le Gouvernement en décembre 2021 contient 58 actions portés à la fois par des Ministères mais également par d’autres administrations (Cour des comptes, CNIL, etc…).

Ces actions portés par les administrations ont parfois été co-construites ou intègrent des organisation actrices de la société civile. Bien que piloté par le DITP, les actions sont mise en oeuvre par chaque ministère. Cet ensemble, avec l’organisation international du Partenariat pour un Gouvernement Ouvert qui rassemble 55 pays, forme la communauté gouvernement ouvert. Il s’agit alors pour la DITP d’animer cette communauté pour permettre au mieux la réalisation des actions et le co-construction de l’action publique par la société civile. 

","Création d’outils de pilotage internes adaptés : acteurs divers (ministères, référents, société civile) et conseil à l’animation de la communauté

Identification des actions prioritaires pour mettre en place un suivi plus important

Organisation d’événements avec la communauté gouvernement ouvert 

Animation plus large de la démarche : constitution de groupes thématiques, mises en réseaux d’acteurs de la société civile, mise en place d’une plateforme de consultation citoyenne",2022-01-01,18 mois,,,,https://open.datactivist.coop/images/references/ditp-opengov.png,
mefr-non-conference,Formation des agents et animation non-conférence des données ouvertes,Animation,"julia-dumont,samuel-goeta,clement-mandron","Julia Dumont, Samuel Goëta, Clément Mandron","/images/authors/julia-dumont.png, /images/authors/samuel-goeta.jpeg, /images/authors/clement-mandron.png",mefr,"Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique","Le ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique prépare et met en œuvre la politique du Gouvernement en matière économique, financière, budgétaire ou encore fiscale. Ministère régalien, son champ de compétence est très étendu et en fait un acteur essentiel du fonctionnement de l’État et de la vie économique du pays.",/images/partners/mefr.png,"Cette mission a un double but. D’une part donner une série de formations sur l’ouverture des données aux agents du MEFR. D’autre part l’organisation de la Non-Conférence des données ouvertes de Bercy.

Construites sur un format très interactif, les deux séances de formation ont également permis aux agents de se projeter sur les usages finaux de la plateforme et remonter le fil jusqu’à la production des données. Sur un temps relativement court, plusieurs thèmes ont pu être travaillé : enjeux de l’ouverture des données, panorama de data.economie afin d’imaginer l’usage des données, évaluer et prioriser, check-list de mise en qualité, comprendre les formats et anonymiser.

C’est également l’objet de la Non-conférence des données ouvertes de Bercy : permettre une rencontre entre les services et les (ré)-utilisateurs des données du Ministère.  ","Création du contenu des sessions de formations sur un format très interactif. Production de supports qui permettent de produire du contenu utilisable après la formation par les équipes.

Organisation de la Non-Conférence, rédaction de supports de communications (avant et après), mise à disposition d’un espace gather.town.",2022-09-01,6 mois,,,,https://open.datactivist.coop/images/references/mefr-non-conference.png,
dreal-paca-conciergerie,Expérimentation conciergerie de données,Data analyse,"mathieu-morey,anthony-gigerich","Mathieu Morey, Anthony Gigerich","/images/authors/mathieu-morey.jpeg, /images/authors/anthony-gigerich.jpeg",dreal-paca,DREAL Provence-Alpes-Côte d'Azur,"La Direction régionale de l'environnement, de l'aménagement et du logement (DREAL) PACA est un service déconcentré de l'État français.",/images/partners/dreal-paca.png,"Dans le cadre de l’appel à projets CGDD-Axe 1 :« data au service des politiques publiques », Datactivist travaille avec la DREAL PACA pour réaliser une conciergerie de données, un service d’écoute intelligente des besoins en données des acteurs et citoyens du territoire.

Cette expérimentation doit faciliter la découvrabilité des données et des documents par les parties prenantes de la DREAL. Le chatbot est une interface conversationnelle, en langue naturelle, qui permet de faciliter l’accès aux données et documents diffusés par la DREAL PACA.
 
L’interface conversationnelle peut être différenciée selon les cas d’usages et les catégories d’usagers : agents de la DREAL et des services de l’État, collectivités territoriales, professionnels (bureaux d’études), agences d’urbanisme, grand public…
","Définition de trames de dialogue permettant de recueillir et de caractériser des demandes récurrentes.

Formulation des requêtes d'interrogation pour les outils métier.

Connexion aux sources identifiées.

Développement d'un chatbot mettant en œuvre les trames de dialogue, le requêtage, l'affichage des résultats et le recueil du retour de l’usager.",2020-07-01,24 mois,,,dequalin,https://open.datactivist.coop/images/references/dreal-paca-conciergerie.png,
region-bretagne-observatoire,"AMO observatoire des données de l’achat public
",Data analyse,"emeline-vandeven,clement-mandron","Emeline Vandeven, Clément Mandron","/images/authors/emeline-vandeven.jpeg, /images/authors/clement-mandron.png",region-bretagne,Région Bretagne,La Région Bretagne est une région administrative française.,/images/partners/region-bretagne.png,"Datactivist a accompagné la Région Bretagne dans la publication de son observatoire des données de l’achat public. Elle a aussi réalisé une cartographie des données qui alimentent l’observatoire.

La mission a débuté par une analyse des indicateurs de l’observatoire, qui a permis de changer et de préciser certains indicateurs.

Ensuite, une cartographie des données qui alimentent l’observatoire a été construite via l’outil Airtable. Ce travail, basé sur une série d’entretiens, a permis d’identifier les pratiques des différents services et de voir les problèmes pouvant exister en matière de gestion des données (partage, circulation, extraction…).

Ce diagnostic a ensuite permis de faire les liens entre le calcul d’indicateurs et la source des données renseignées par les services en passant par le référencement des jeux de données et des données du portail open data. 
","Entretiens avec les producteurs de données pour collecter des informations supplémentaires sur les données.

Élaboration de recommandations sur les indicateurs et l’observatoire.

Cartographie technique des données qui alimentent l’observatoire

Modélisation des flux de données

Préconisations pour la version 2 du schéma des achats publics de la Région
",2021-11-01,18 mois,,,,https://open.datactivist.coop/images/references/region-bretagne-observatoire.png,31
